,id ,Category,marker_icon,workplace_type,experience_level,city,type,from,to,currency
645,rsa-devs-frontend-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,18000.0,24000.0,pln
646,lodgify-frontend-developer-react-warszawa,Frontend,javascript,partly_remote,senior,Warszawa,permanent,,,
647,intent-frontend-team-lead-krakow,Frontend,javascript,remote,senior,Kraków,b2b,23000.0,30000.0,pln
648,intent-frontend-team-lead-krakow,Frontend,javascript,remote,senior,Kraków,permanent,19000.0,25000.0,pln
649,lodgify-frontend-developer-react-wroclaw,Frontend,javascript,partly_remote,senior,Wrocław,permanent,,,
650,tim-frontend-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,permanent,,,
651,tim-frontend-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,,,
652,tim-frontend-developer-bialystok,Frontend,javascript,remote,mid,Białystok,permanent,,,
653,tim-frontend-developer-bialystok,Frontend,javascript,remote,mid,Białystok,b2b,,,
654,santander-gto-front-end-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,permanent,,,
655,santander-gto-front-end-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,,,
656,ikol-system-frontend-developer-poznan,Frontend,javascript,remote,mid,Poznań,b2b,5000.0,10000.0,pln
657,ikol-system-frontend-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,5000.0,10000.0,pln
658,ikol-system-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,5000.0,10000.0,pln
659,ikol-system-frontend-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,5000.0,10000.0,pln
660,tim-frontend-developer-bydgoszcz,Frontend,javascript,remote,mid,Bydgoszcz,permanent,,,
661,tim-frontend-developer-bydgoszcz,Frontend,javascript,remote,mid,Bydgoszcz,b2b,,,
662,tim-frontend-developer-koszalin,Frontend,javascript,remote,mid,Koszalin,permanent,,,
663,tim-frontend-developer-koszalin,Frontend,javascript,remote,mid,Koszalin,b2b,,,
664,tim-frontend-developer-poznan,Frontend,javascript,remote,mid,Poznań,permanent,,,
665,tim-frontend-developer-poznan,Frontend,javascript,remote,mid,Poznań,b2b,,,
666,tim-frontend-developer-lodz,Frontend,javascript,remote,mid,Łódź,permanent,,,
667,tim-frontend-developer-lodz,Frontend,javascript,remote,mid,Łódź,b2b,,,
668,tim-frontend-developer-olsztyn,Frontend,javascript,remote,mid,Olsztyn,permanent,,,
669,tim-frontend-developer-olsztyn,Frontend,javascript,remote,mid,Olsztyn,b2b,,,
670,tim-frontend-developer-szczecin,Frontend,javascript,remote,mid,Szczecin,permanent,,,
671,tim-frontend-developer-szczecin,Frontend,javascript,remote,mid,Szczecin,b2b,,,
672,tim-frontend-developer-torun,Frontend,javascript,remote,mid,Toruń,permanent,,,
673,tim-frontend-developer-torun,Frontend,javascript,remote,mid,Toruń,b2b,,,
674,macopedia-frontend-developer-vue-js-headless-pwa-wroclaw,Frontend,html,remote,mid,Wrocław,b2b,9000.0,16000.0,pln
675,tpay-frontend-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,,,
676,tim-frontend-developer-rzeszow,Frontend,javascript,remote,mid,Rzeszów,permanent,,,
677,tim-frontend-developer-rzeszow,Frontend,javascript,remote,mid,Rzeszów,b2b,,,
678,tim-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,permanent,,,
679,tim-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,,,
680,tim-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,,,
681,tim-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,,,
682,tim-frontend-developer-lublin,Frontend,javascript,remote,mid,Lublin,permanent,,,
683,tim-frontend-developer-lublin,Frontend,javascript,remote,mid,Lublin,b2b,,,
684,komputronik-biznes-sp-z-o-o-frontend-developer-bydgoszcz,Frontend,javascript,remote,mid,Katowice,b2b,8000.0,15000.0,pln
685,tpay-frontend-developer-trojmiasto,Frontend,javascript,remote,mid,Trójmiasto,b2b,,,
686,tim-frontend-developer-kielce,Frontend,javascript,remote,mid,Kielce,permanent,,,
687,tim-frontend-developer-kielce,Frontend,javascript,remote,mid,Kielce,b2b,,,
688,tim-frontend-developer-katowice,Frontend,javascript,remote,mid,Katowice,permanent,,,
689,tim-frontend-developer-katowice,Frontend,javascript,remote,mid,Katowice,b2b,,,
690,tim-frontend-developer-opole,Frontend,javascript,remote,mid,Opole,permanent,,,
691,tim-frontend-developer-opole,Frontend,javascript,remote,mid,Opole,b2b,,,
692,lodgify-frontend-developer-react-sztokholm,Frontend,javascript,partly_remote,senior,Sztokholm,permanent,,,
693,atomstore-frontend-developer-full-stack-7b5a00d6-f01c-49e9-90ae-06e49807fb37,Frontend,javascript,partly_remote,mid,Kraków,b2b,10000.0,15000.0,pln
694,atomstore-frontend-developer-full-stack-7b5a00d6-f01c-49e9-90ae-06e49807fb37,Frontend,javascript,partly_remote,mid,Kraków,permanent,9000.0,14000.0,pln
695,raiffeisen-bank-international-ag-front-end-developer-poznan,Frontend,java,remote,mid,Poznań,permanent,14000.0,20000.0,pln
696,media4u-front-end-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,8000.0,14000.0,pln
697,media4u-front-end-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,7000.0,12000.0,pln
698,tim-frontend-developer-zielona-gora,Frontend,javascript,remote,mid,Zielona Góra,permanent,,,
699,tim-frontend-developer-zielona-gora,Frontend,javascript,remote,mid,Zielona Góra,b2b,,,
700,the-software-house-frontend-developer-24a3d29b-8c2a-4391-ad56-84b29f76d7ff,Frontend,javascript,remote,mid,Warszawa,b2b,9500.0,16000.0,pln
701,team-international-poland-frontend-developer-react-wroclaw,Frontend,javascript,remote,mid,Gdańsk,b2b,15000.0,20000.0,pln
702,team-international-poland-frontend-developer-react-wroclaw,Frontend,javascript,remote,mid,Gdańsk,permanent,12500.0,16500.0,pln
703,team-international-poland-frontend-developer-react-warszawa,Frontend,javascript,remote,mid,Poznań,b2b,15000.0,20000.0,pln
704,team-international-poland-frontend-developer-react-warszawa,Frontend,javascript,remote,mid,Poznań,permanent,12500.0,16500.0,pln
705,itechart-group-front-end-engineer-wroclaw,Frontend,javascript,partly_remote,mid,Wrocław,permanent,10000.0,20000.0,pln
706,itechart-group-front-end-engineer-wroclaw,Frontend,javascript,partly_remote,mid,Wrocław,b2b,10000.0,20000.0,pln
707,komputronik-biznes-sp-z-o-o-frontend-developer-vue-js-bydgoszcz,Frontend,javascript,remote,mid,Bydgoszcz,b2b,8000.0,15000.0,pln
708,hub-hr-front-end-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,,,
709,quantoo-frontend-web-developer-rzeszow,Frontend,html,remote,mid,Rzeszów,b2b,7000.0,14000.0,pln
710,quantoo-frontend-web-developer-rzeszow,Frontend,html,remote,mid,Rzeszów,permanent,6000.0,12000.0,pln
711,nfq-front-end-react-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,12000.0,18000.0,pln
712,nfq-front-end-react-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,9970.0,14950.0,pln
713,profitroom-frontend-webdeveloper-tech-lead-krakow,Frontend,html,remote,senior,Kraków,b2b,10000.0,15000.0,pln
714,unity-group-front-end-developer-ba719ff7-ff92-4855-9e04-2c7200ba4359,Frontend,javascript,remote,senior,Wrocław,b2b,11000.0,21900.0,pln
715,unity-group-front-end-developer-ba719ff7-ff92-4855-9e04-2c7200ba4359,Frontend,javascript,remote,senior,Wrocław,permanent,8000.0,15800.0,pln
716,crealogix-frontend-angular-developer-poznan,Frontend,javascript,remote,mid,Poznań,b2b,16000.0,23000.0,pln
717,komputronik-biznes-sp-z-o-o-frontend-developer-vue-js,Frontend,javascript,remote,mid,Wrocław,b2b,8000.0,15000.0,pln
718,crealogix-frontend-angular-developer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,16000.0,23000.0,pln
719,codeweaver-frontend-remote-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,14000.0,22000.0,pln
720,sagiton-sp-z-o-o-front-end-developer-react-or-vue-js,Frontend,javascript,remote,mid,Katowice,b2b,14000.0,25000.0,pln
721,sagiton-sp-z-o-o-front-end-developer-react-or-vue-js-lublin,Frontend,javascript,remote,mid,Lublin,b2b,14000.0,25000.0,pln
722,quantoo-frontend-web-developer-wroclaw,Frontend,html,remote,mid,Wrocław,b2b,7000.0,14000.0,pln
723,quantoo-frontend-web-developer-wroclaw,Frontend,html,remote,mid,Wrocław,permanent,6000.0,12000.0,pln
724,codeweaver-frontend-remote-developer-katowice,Frontend,javascript,remote,mid,Katowice,b2b,14000.0,22000.0,pln
725,akamai-front-end-software-engineer-katowice,Frontend,javascript,remote,junior,Katowice,permanent,,,
726,quadient-technologies-czech-s-r-o-frontend-developer-rzeszow,Frontend,javascript,remote,mid,Rzeszów,permanent,,,
727,it-dev-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,8800.0,12800.0,pln
728,it-dev-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,mandate_contract,7400.0,10700.0,pln
729,webcrafters-front-end-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,10000.0,16000.0,pln
730,genome-frontend-developer-react-mid-regular-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,15000.0,23000.0,pln
731,genome-frontend-developer-react-mid-regular-gdansk,Frontend,javascript,remote,mid,Gdańsk,permanent,12000.0,20000.0,pln
732,genome-frontend-developer-react-mid-regular-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,15000.0,23000.0,pln
733,genome-frontend-developer-react-mid-regular-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,12000.0,20000.0,pln
734,genome-frontend-developer-react-mid-regular-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,15000.0,23000.0,pln
735,genome-frontend-developer-react-mid-regular-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,12000.0,20000.0,pln
736,genome-frontend-developer-react-mid-regular-lodz,Frontend,javascript,remote,mid,Łódź,b2b,15000.0,23000.0,pln
737,genome-frontend-developer-react-mid-regular-lodz,Frontend,javascript,remote,mid,Łódź,permanent,12000.0,20000.0,pln
738,genome-frontend-developer-react-mid-regular-poznan,Frontend,javascript,remote,mid,Poznań,b2b,15000.0,23000.0,pln
739,genome-frontend-developer-react-mid-regular-poznan,Frontend,javascript,remote,mid,Poznań,permanent,12000.0,20000.0,pln
740,webcrafters-front-end-developer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,10000.0,16000.0,pln
741,swift-software-development-front-end-developer,Frontend,javascript,partly_remote,mid,Gliwice,permanent,8000.0,12000.0,pln
742,grupa-kapitalowa-vox-front-end-developer-react-js,Frontend,javascript,remote,mid,Wrocław,b2b,,,
743,grupa-kapitalowa-vox-front-end-developer-vue-js-mid-poznan,Frontend,javascript,remote,mid,Poznań,b2b,,,
744,zoovu-frontend-developer-eb042a76-7e9f-4d34-923a-8c37e819a9b0,Frontend,javascript,remote,mid,Wrocław,permanent,12000.0,18000.0,pln
745,the-software-house-programista-frontend-gliwice,Frontend,javascript,remote,mid,Gliwice,b2b,9500.0,16000.0,pln
746,cisco-systems-front-end-architect,Frontend,architecture,remote,mid,Kraków,permanent,,,
747,bitskins-sp-z-o-o-frontend-developer-13c578d9-3e63-46d7-b6da-c127ba3b2583,Frontend,html,remote,junior,Katowice,b2b,1000.0,2000.0,usd
748,bitskins-sp-z-o-o-frontend-developer-katowice,Frontend,html,remote,senior,Katowice,b2b,3000.0,5000.0,usd
749,cabify-frontend-engineer,Frontend,javascript,remote,senior,Madrid,permanent,4000.0,5400.0,eur
750,unity-group-front-end-developer-vue-js-9772d369-3745-4ea9-b29a-41d0e3d251f2,Frontend,javascript,remote,mid,Kraków,b2b,11000.0,21900.0,pln
751,unity-group-front-end-developer-vue-js-9772d369-3745-4ea9-b29a-41d0e3d251f2,Frontend,javascript,remote,mid,Kraków,permanent,8000.0,15800.0,pln
752,primaris-senior-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,21000.0,25200.0,pln
753,rainbow-tours-s-a-frontend-developer,Frontend,javascript,partly_remote,mid,Łódź,b2b,13000.0,20000.0,pln
754,rainbow-tours-s-a-frontend-developer,Frontend,javascript,partly_remote,mid,Łódź,permanent,11000.0,16000.0,pln
755,codilime-frontend-engineer-municipal-cloud-mgmt,Frontend,javascript,remote,mid,Warszawa,b2b,16500.0,27000.0,pln
756,noumena-frontend-developer,Frontend,javascript,remote,mid,Boca Raton,b2b,18000.0,32000.0,pln
757,ework-group-frontend-developer-react,Frontend,javascript,remote,senior,Warszawa,b2b,20000.0,28800.0,pln
758,bik-java-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,12000.0,16000.0,pln
759,green-cell-front-end-developer-krakow,Frontend,javascript,partly_remote,mid,Kraków,permanent,,,
760,green-cell-front-end-developer-krakow,Frontend,javascript,partly_remote,mid,Kraków,b2b,,,
761,connectis-frontend-developer-react-warszawa,Frontend,javascript,remote,senior,Warszawa,b2b,22500.0,33000.0,pln
762,mieszkanie-pl-frontend-developer-angular,Frontend,javascript,partly_remote,mid,Warszawa,b2b,8000.0,13000.0,pln
763,playbook-engineering-frontend-engineer-react,Frontend,javascript,partly_remote,mid,Kraków,permanent,10000.0,16000.0,pln
764,playbook-engineering-frontend-engineer-react,Frontend,javascript,partly_remote,mid,Kraków,b2b,10000.0,16000.0,pln
765,sowelo-consulting-front-end-architect-angular-krakow,Frontend,architecture,remote,senior,Kraków,b2b,32000.0,42000.0,pln
766,posnet-polska-s-a-front-end-developer,Frontend,javascript,office,senior,Lublin,permanent,7500.0,15000.0,pln
767,unity-group-front-end-developer-vue-js-7cdf0166-0cc5-447e-905f-3af0bf6901e5,Frontend,javascript,remote,mid,Wrocław,b2b,11000.0,21900.0,pln
768,unity-group-front-end-developer-vue-js-7cdf0166-0cc5-447e-905f-3af0bf6901e5,Frontend,javascript,remote,mid,Wrocław,permanent,8000.0,15800.0,pln
769,unity-group-front-end-developer-vue-js-e6da3a88-b68b-4679-ada6-12e903effa17,Frontend,javascript,remote,mid,Warszawa,b2b,11000.0,21900.0,pln
770,unity-group-front-end-developer-vue-js-e6da3a88-b68b-4679-ada6-12e903effa17,Frontend,javascript,remote,mid,Warszawa,permanent,8000.0,15800.0,pln
771,bitskins-sp-z-o-o-frontend-developer-ed143c9a-2e36-4353-a245-1573a014234f,Frontend,html,remote,junior,Kraków,b2b,1000.0,2000.0,usd
772,bitskins-sp-z-o-o-frontend-developer-72f77a5c-6854-4fc5-821e-3585d6623c0f,Frontend,html,remote,junior,Łódź,b2b,1000.0,2000.0,usd
773,bitskins-sp-z-o-o-frontend-developer-678f1ac3-ad69-4067-a9d2-c620f1cd43a2,Frontend,html,remote,senior,Łódź,b2b,3000.0,5000.0,usd
774,bitskins-sp-z-o-o-frontend-developer-591b80e4-eab2-43e9-80ba-8d476227d54b,Frontend,html,remote,senior,Kraków,b2b,3000.0,5000.0,usd
775,bitskins-sp-z-o-o-frontend-developer-krakow,Frontend,html,remote,mid,Kraków,b2b,2000.0,3000.0,usd
776,bitskins-sp-z-o-o-frontend-developer-lodz,Frontend,html,remote,mid,Łódź,b2b,2000.0,3000.0,usd
777,codema-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,10000.0,16000.0,pln
778,codema-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,10000.0,16000.0,pln
779,trineo-front-end-javascript-engineer-katowice,Frontend,javascript,remote,mid,Katowice,b2b,,,
780,trineo-front-end-javascript-engineer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,,,
781,ncdc-frontend-developer-4-day-work-week-poznan,Frontend,javascript,remote,mid,Poznań,b2b,7500.0,15000.0,pln
782,ncdc-frontend-developer-4-day-work-week-poznan,Frontend,javascript,remote,mid,Poznań,permanent,6500.0,13000.0,pln
783,sideways-6-front-end-developer-reactjs-a2a34744-6020-4c3a-88e9-ba162e5dea4e,Frontend,javascript,remote,senior,Warszawa,b2b,3200.0,4000.0,gbp
784,sideways-6-front-end-developer-reactjs-wroclaw,Frontend,javascript,remote,senior,Wrocław,b2b,3200.0,4000.0,gbp
785,sowelo-consulting-front-end-architect-angular-katowice,Frontend,architecture,remote,senior,Katowice,b2b,32000.0,42000.0,pln
786,sowelo-consulting-front-end-architect-angular-gdansk,Frontend,architecture,remote,senior,Gdańsk,b2b,32000.0,42000.0,pln
787,posnet-polska-s-a-front-end-developer-lublin,Frontend,javascript,office,junior,Lublin,permanent,5000.0,9000.0,pln
788,four-point-frontend-developer-react,Frontend,javascript,remote,mid,Wrocław,b2b,10500.0,16500.0,pln
789,four-point-frontend-developer-react,Frontend,javascript,remote,mid,Wrocław,permanent,10500.0,16500.0,pln
790,opera-software-frontend-fullstack-developer-for-crypto,Frontend,javascript,partly_remote,mid,Wrocław,permanent,15000.0,20000.0,pln
791,fast-white-cat-frontent-developer,Frontend,javascript,remote,mid,Wrocław,b2b,,,
792,bluesoft-frontend-developer-react-342137fe-4377-4ea4-a0f3-4ca66234604c,Frontend,javascript,remote,mid,Warszawa,b2b,20000.0,25000.0,pln
793,meta-front-end-engineer,Frontend,html,remote,mid,Amsterdam,b2b,,,
794,melle-sp-z-o-o-front-end-developer,Frontend,javascript,office,mid,Ostrów Wielkopolski,b2b,6000.0,12000.0,pln
795,vimanet-angular-developer,Frontend,javascript,remote,senior,Kraków,b2b,20000.0,26000.0,pln
796,spyrosoft-frontend-developer-angular-or-react,Frontend,javascript,remote,senior,Wrocław,b2b,18500.0,25200.0,pln
797,move-closer-frontend-developer-c0e191d3-557a-4009-a90e-d938f85e170f,Frontend,javascript,partly_remote,mid,Warszawa,b2b,11000.0,17000.0,pln
798,move-closer-frontend-developer-c0e191d3-557a-4009-a90e-d938f85e170f,Frontend,javascript,partly_remote,mid,Warszawa,permanent,10000.0,15000.0,pln
799,accenture-sp-z-o-o-frontend-developer-tableau,Frontend,analytics,remote,mid,Warszawa,b2b,,,
800,accenture-sp-z-o-o-frontend-developer-tableau,Frontend,analytics,remote,mid,Warszawa,permanent,,,
801,mentax-sa-frontend-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,7000.0,12000.0,pln
802,everli-front-end-engineer-demand,Frontend,html,remote,mid,Milan,permanent,2500.0,3300.0,eur
803,polska-press-sp-z-o-o-front-end-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,permanent,,,
804,polska-press-sp-z-o-o-front-end-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,,,
805,astek-polska-front-end-developer-482429bb-05b6-47b8-93e7-206369534937,Frontend,javascript,remote,senior,Warszawa,b2b,18000.0,22400.0,pln
806,astek-polska-front-end-developer-482429bb-05b6-47b8-93e7-206369534937,Frontend,javascript,remote,senior,Warszawa,permanent,13500.0,17000.0,pln
807,paymento-financial-s-a-frontend-developer-4434ae32-8e3e-4900-a486-7bd42bb5a568,Frontend,javascript,partly_remote,mid,Tychy,permanent,12000.0,17000.0,pln
808,paymento-financial-s-a-frontend-developer-4434ae32-8e3e-4900-a486-7bd42bb5a568,Frontend,javascript,partly_remote,mid,Tychy,b2b,10000.0,15000.0,pln
809,dynatrace-frotend-engineer,Frontend,javascript,partly_remote,mid,Gdańsk,permanent,10000.0,17000.0,pln
810,charactr-front-end-vue-js-engineer,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,22000.0,pln
811,cybersecurity-studio-sp-z-o-o-frontend-developer,Frontend,javascript,remote,senior,Warszawa,b2b,14000.0,17000.0,pln
812,finbi-front-end-developer-fce50aa6-ae6b-486a-b6d5-2cf514ea117e,Frontend,javascript,remote,mid,Warszawa,b2b,16800.0,25200.0,pln
813,sii-front-end-developer-210d27e7-7fb3-4c68-9282-34f18e4d6d33,Frontend,javascript,remote,mid,Lublin,b2b,,,
814,provectus-frontend-developer,Frontend,javascript,remote,mid,Wrocław,permanent,,,
815,provectus-frontend-developer,Frontend,javascript,remote,mid,Wrocław,b2b,,,
816,yooniq-solutions-front-end-developer,Frontend,javascript,remote,mid,Kraków,b2b,15000.0,20000.0,pln
817,four-point-frontend-developer-react-krakow,Frontend,javascript,remote,mid,Kraków,b2b,10500.0,16500.0,pln
818,four-point-frontend-developer-react-krakow,Frontend,javascript,remote,mid,Kraków,permanent,10500.0,16500.0,pln
819,four-point-frontend-developer-react-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,10500.0,16500.0,pln
820,four-point-frontend-developer-react-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,10500.0,16500.0,pln
821,wirtualna-polska-media-s-a-frontend-developer-f6d6ebd7-8cad-4dcd-9799-f3346ece8a5b,Frontend,javascript,remote,mid,Warszawa,permanent,,,
822,smartbear-front-end-software-engineer-4fd965a0-978d-4d81-bb0a-de1bf2ae5f92,Frontend,javascript,remote,mid,Kraków,permanent,12000.0,17000.0,pln
823,smartbear-front-end-software-engineer-a81f7ba1-5ec3-4b4e-adae-0d621d323ec0,Frontend,javascript,remote,mid,Poznań,permanent,12000.0,17000.0,pln
824,smartbear-front-end-software-engineer-d926567d-65be-46ef-a03f-6be9f9be86e6,Frontend,javascript,remote,mid,Wrocław,permanent,12000.0,17000.0,pln
825,crealogix-frontend-angular-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,16000.0,23000.0,pln
826,crealogix-frontend-angular-developer-6b6bb576-1f83-4d9d-814e-225eb166e53c,Frontend,javascript,remote,mid,Kraków,b2b,16000.0,23000.0,pln
827,provectus-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,,,
828,provectus-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,,,
829,mentax-sa-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,permanent,7000.0,12000.0,pln
830,mentax-sa-frontend-developer-poznan,Frontend,javascript,remote,mid,Poznań,permanent,7000.0,12000.0,pln
831,raiffeisen-bank-international-ag-front-end-developer-wroclaw,Frontend,java,remote,mid,Wrocław,permanent,14000.0,20000.0,pln
832,raiffeisen-bank-international-ag-front-end-developer-krakow,Frontend,java,remote,mid,Kraków,permanent,14000.0,20000.0,pln
833,raiffeisen-bank-international-ag-front-end-developer-b35a33b8-4e1c-407f-a190-6599d19d0963,Frontend,java,remote,mid,Poznań,permanent,14000.0,20000.0,pln
834,noumena-frontend-backend-developers-krakow,Frontend,javascript,remote,mid,Kraków,b2b,18000.0,32000.0,pln
835,noumena-frontend-backend-developers,Frontend,javascript,remote,mid,Warszawa,b2b,18000.0,32000.0,pln
836,provectus-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,permanent,,,
837,provectus-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,,,
838,grape-up-frontend-engineer-react,Frontend,javascript,remote,mid,Kraków,b2b,17400.0,23900.0,pln
839,grape-up-frontend-engineer-react,Frontend,javascript,remote,mid,Kraków,permanent,14700.0,20200.0,pln
840,ledgible-frontend-engineer,Frontend,javascript,remote,senior,Atlanta,permanent,6000.0,8000.0,usd
841,mapp-digital-frontend-developer,Frontend,javascript,partly_remote,mid,Kraków,b2b,12000.0,16000.0,pln
842,mapp-digital-frontend-developer,Frontend,javascript,partly_remote,mid,Kraków,permanent,8000.0,12000.0,pln
843,upside-frontend-developer-with-vue-or-react,Frontend,javascript,remote,mid,Kraków,b2b,9000.0,18000.0,pln
844,appunite-frontend-engineer,Frontend,javascript,remote,mid,Poznań,b2b,11000.0,16000.0,pln
845,cloud-best-sp-z-o-o-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,16000.0,25000.0,pln
846,thomson-reuters-front-end-architect,Frontend,javascript,remote,senior,Gdańsk,permanent,14500.0,16500.0,pln
847,vm-pl-software-house-frontend-angular-developer-with-german,Frontend,javascript,remote,mid,Wrocław,b2b,15120.0,23520.0,pln
848,vm-pl-software-house-frontend-angular-developer-with-german,Frontend,javascript,remote,mid,Wrocław,permanent,10600.0,16500.0,pln
849,sentione-frontend-developer-5c295e44-2a0d-4415-8034-a513870cd569,Frontend,javascript,partly_remote,junior,Gdańsk,permanent,7000.0,9000.0,pln
850,codilime-frontend-engineer-with-react,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,21000.0,pln
851,cisco-systems-front-end-software-engineer-angular,Frontend,javascript,remote,mid,Kraków,permanent,,,
852,paypo-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,,,
853,coinbase-frontend-engineer,Frontend,html,remote,senior,Nowy Jork,permanent,,,
854,charactr-front-end-vue-js-engineer-katowice,Frontend,javascript,remote,mid,Katowice,b2b,12000.0,22000.0,pln
855,charactr-front-end-vue-js-engineer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,12000.0,22000.0,pln
856,charactr-front-end-vue-js-engineer-poznan,Frontend,javascript,remote,mid,Poznań,b2b,12000.0,22000.0,pln
857,charactr-front-end-vue-js-engineer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,12000.0,22000.0,pln
858,charactr-front-end-vue-js-engineer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,12000.0,22000.0,pln
859,grape-up-frontend-engineer-react-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,17400.0,23900.0,pln
860,grape-up-frontend-engineer-react-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,14700.0,20200.0,pln
861,appunite-frontend-engineer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,11000.0,16000.0,pln
862,appunite-frontend-engineer-katowice,Frontend,javascript,remote,mid,Katowice,b2b,11000.0,16000.0,pln
863,onwelo-s-a-front-end-developer-fintech-krakow,Frontend,javascript,remote,mid,Kraków,b2b,12000.0,21500.0,pln
864,onwelo-s-a-front-end-developer-fintech-rzeszow,Frontend,javascript,remote,mid,Rzeszów,b2b,12000.0,21500.0,pln
865,kiwihr-frontend-developer-react-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,15000.0,20000.0,pln
866,kiwihr-frontend-developer-react,Frontend,javascript,remote,mid,Warszawa,b2b,15000.0,20000.0,pln
867,accenture-sp-z-o-o-frontend-developer-tableau-bd876062-263c-4eea-a2df-99895d2c44b1,Frontend,analytics,remote,mid,Kraków,permanent,,,
868,accenture-sp-z-o-o-frontend-developer-tableau-bd876062-263c-4eea-a2df-99895d2c44b1,Frontend,analytics,remote,mid,Kraków,b2b,,,
869,komputronik-biznes-sp-z-o-o-frontend-developer-vue-js-krakow,Frontend,javascript,remote,mid,Kraków,b2b,8000.0,15000.0,pln
870,komputronik-biznes-sp-z-o-o-frontend-developer-0a9ba476-f2f1-4930-9165-4e0f3f005553,Frontend,javascript,remote,mid,Wrocław,b2b,8000.0,15000.0,pln
871,bright-it-sp-z-o-o-frontend-developer-5e6105b3-bc88-4849-8abb-5e0eb325c1f7,Frontend,javascript,partly_remote,mid,Wrocław,b2b,21000.0,26880.0,pln
872,bright-it-sp-z-o-o-frontend-developer-5e6105b3-bc88-4849-8abb-5e0eb325c1f7,Frontend,javascript,partly_remote,mid,Wrocław,permanent,17000.0,22000.0,pln
873,amsterdam-standard-sp-z-o-o-front-end-react-developer-0180be7d-91de-439f-84dd-8214925af21d,Frontend,javascript,remote,mid,Rzeszów,b2b,11000.0,18000.0,pln
874,restaurantclub-frontend-developer-restaurant-club-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,10000.0,15000.0,pln
875,connectis-frontend-developer-angular-warszawa,Frontend,javascript,partly_remote,mid,Warszawa,b2b,21000.0,23500.0,pln
