,id ,Category,marker_icon,workplace_type,experience_level,city,type,from,to,currency
0,allegro-frontend-software-engineer,Frontend,javascript,partly_remote,mid,Warszawa,permanent,,,
1,novicell-frontend-developer,Frontend,javascript,partly_remote,mid,Białystok,b2b,8000.0,16000.0,pln
2,grupa-kapitalowa-vox-react-js-developer-mid-mid,Frontend,javascript,remote,mid,Poznań,b2b,,,
3,proacta-frontend-developer,Frontend,javascript,remote,mid,Lublin,b2b,12000.0,18000.0,pln
4,unity-group-front-end-developer-wroclaw,Frontend,javascript,partly_remote,mid,Wrocław,b2b,10100.0,16000.0,pln
5,unity-group-front-end-developer-wroclaw,Frontend,javascript,partly_remote,mid,Wrocław,permanent,8500.0,13400.0,pln
6,anixe-front-end-engineer-angular,Frontend,javascript,partly_remote,mid,Wrocław,b2b,10000.0,15000.0,pln
7,anixe-front-end-engineer-angular,Frontend,javascript,partly_remote,mid,Wrocław,permanent,10000.0,15000.0,pln
8,itera-slovakia-frontend-developer,Frontend,java,partly_remote,senior,Bratislava,permanent,2500.0,3400.0,eur
9,prodata-consult-frontend-developer-54fbab11-3027-471d-95e0-9e5280c20499,Frontend,javascript,remote,senior,Warszawa,b2b,25200.0,33600.0,pln
10,itds-frontend-software-engineer-react,Frontend,javascript,partly_remote,senior,Warszawa,b2b,20000.0,30000.0,pln
11,itds-frontend-software-engineer-react,Frontend,javascript,partly_remote,senior,Warszawa,permanent,15000.0,24000.0,pln
12,clawrock-sp-z-o-o-sp-k-frontend-developer,Frontend,javascript,remote,mid,Wrocław,b2b,9000.0,14000.0,pln
13,decathlon-frontend-team-lead,Frontend,javascript,remote,senior,Warszawa,b2b,26000.0,32000.0,pln
14,done-deliveries-front-end-developer,Frontend,javascript,partly_remote,mid,Andrychów,b2b,7000.0,11000.0,pln
15,done-deliveries-front-end-developer,Frontend,javascript,partly_remote,mid,Andrychów,permanent,7000.0,11000.0,pln
16,dnv-frontend-web-developer-warszawa,Frontend,javascript,remote,senior,Warszawa,b2b,,,
17,dnv-frontend-web-developer-warszawa,Frontend,javascript,remote,senior,Warszawa,permanent,,,
18,quadient-technologies-czech-s-r-o-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,,,
19,scalo-frontend-react-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,20160.0,21840.0,pln
20,mpc-frontend-developer-future-team-leader,Frontend,javascript,remote,mid,Katowice,b2b,12000.0,18000.0,pln
21,mpc-frontend-developer-future-team-leader,Frontend,javascript,remote,mid,Katowice,permanent,10000.0,15000.0,pln
22,itlt-front-end-react-developer,Frontend,javascript,remote,mid,Wrocław,b2b,3000.0,5000.0,usd
23,grupa-kapitalowa-vox-front-end-developer-vue-js-mid-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,,,
24,teamquest-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,18000.0,23000.0,pln
25,smartbear-front-end-software-engineer-c2534397-aa07-481b-b7b6-3681917ab6f4,Frontend,javascript,remote,mid,Wrocław,b2b,14000.0,19000.0,pln
26,smartbear-front-end-software-engineer-c2534397-aa07-481b-b7b6-3681917ab6f4,Frontend,javascript,remote,mid,Wrocław,permanent,12000.0,17000.0,pln
27,logicai-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,11000.0,15500.0,pln
28,lpp-sa-frontend-developer,Frontend,javascript,remote,mid,Gdańsk,b2b,,,
29,lpp-sa-frontend-developer,Frontend,javascript,remote,mid,Gdańsk,permanent,,,
30,survicate-front-end-developer-with-vue-js,Frontend,javascript,remote,mid,Warszawa,mandate_contract,14000.0,20000.0,pln
31,survicate-front-end-developer-with-vue-js,Frontend,javascript,remote,mid,Warszawa,b2b,14000.0,20000.0,pln
32,codilime-frontend-engineer-with-angular,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,21000.0,pln
33,peopletrust-sp-z-o-o-frontend-developer-100-remote,Frontend,javascript,remote,mid,Warszawa,b2b,18400.0,29500.0,pln
34,intent-front-end-developer,Frontend,javascript,remote,senior,Warszawa,b2b,17000.0,23000.0,pln
35,intent-front-end-developer,Frontend,javascript,remote,senior,Warszawa,permanent,14000.0,19000.0,pln
36,panda-group-mid-front-end-developer,Frontend,html,remote,mid,Poznań,b2b,8500.0,13000.0,pln
37,checkware-frontend-developer,Frontend,javascript,remote,mid,Warszawa,permanent,15000.0,22000.0,pln
38,callpage-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,10080.0,15120.0,pln
39,bitskins-sp-z-o-o-frontend-developer,Frontend,html,remote,mid,Katowice,b2b,,,
40,wirtualna-polska-media-s-a-frontend-developer-0b50e867-831f-45bf-899c-aea5d669ddcd,Frontend,javascript,remote,mid,Warszawa,permanent,,,
41,unide-frontend-angular-developer-fullstack-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,20000.0,pln
42,callpage-frontend-developer-6927127f-08bf-4035-af78-ad4d76d2cf12,Frontend,javascript,remote,mid,Kraków,b2b,10080.0,15120.0,pln
43,snow-dog-frontend-developer-ea067fe3-3b95-4e46-83f3-a74bfa51e560,Frontend,javascript,remote,mid,Poznań,b2b,9000.0,14000.0,pln
44,snow-dog-frontend-developer-ea067fe3-3b95-4e46-83f3-a74bfa51e560,Frontend,javascript,remote,mid,Poznań,permanent,7500.0,11600.0,pln
45,macrix-technology-group-web-developer,Frontend,javascript,remote,senior,Poznań,b2b,15000.0,22000.0,pln
46,macrix-technology-group-web-developer,Frontend,javascript,remote,senior,Poznań,permanent,12000.0,17000.0,pln
47,hatomi-frontend-developer-react,Frontend,javascript,remote,mid,Warszawa,b2b,13000.0,17000.0,pln
48,solwit-sa-frontend-developer-angular-8,Frontend,javascript,remote,mid,Gdańsk,b2b,14000.0,18000.0,pln
49,solwit-sa-frontend-developer-angular-8,Frontend,javascript,remote,mid,Gdańsk,permanent,12000.0,15000.0,pln
50,conscensia-frontend-engineer-react-js-typescript,Frontend,javascript,partly_remote,mid,Warszawa,b2b,16000.0,21000.0,pln
51,square-one-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,18000.0,26000.0,pln
52,alekseon-frontend-developer,Frontend,html,partly_remote,mid,Gdynia,b2b,10000.0,14000.0,pln
53,alekseon-frontend-developer,Frontend,html,partly_remote,mid,Gdynia,permanent,8000.0,12000.0,pln
54,tooploox-front-end-react-engineer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,14000.0,20000.0,pln
55,tooploox-front-end-react-engineer-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,12000.0,18000.0,pln
56,merce-com-s-a-frontend-developer,Frontend,javascript,partly_remote,junior,Gliwice,b2b,6000.0,8000.0,pln
57,merce-com-s-a-frontend-developer,Frontend,javascript,partly_remote,junior,Gliwice,permanent,4800.0,7000.0,pln
58,samsung-r-d-institute-poland-frontend-developer-in-r-d-center,Frontend,javascript,partly_remote,mid,Warszawa,permanent,,,
59,medicover-frontend-angular-developer,Frontend,javascript,remote,mid,Warszawa,permanent,,,
60,medicover-frontend-angular-developer,Frontend,javascript,remote,mid,Warszawa,b2b,,,
61,develtio-frontend-developer,Frontend,javascript,remote,mid,Rzeszów,b2b,17000.0,20000.0,pln
62,atomstore-frontend-developer-full-stack-fb5410d4-d0ac-4474-be45-704e9c987a6c,Frontend,javascript,partly_remote,mid,Białystok,b2b,10000.0,15000.0,pln
63,atomstore-frontend-developer-full-stack-fb5410d4-d0ac-4474-be45-704e9c987a6c,Frontend,javascript,partly_remote,mid,Białystok,permanent,9000.0,14000.0,pln
64,lsi-software-frontend-developer-lodz,Frontend,javascript,partly_remote,mid,Łódź,permanent,8000.0,14000.0,pln
65,hexagon-intergraph-polska-sp-z-o-o-frontend-developer-m-f-o,Frontend,javascript,partly_remote,mid,Łódź,permanent,,,
66,sii-frontend-developer-angular,Frontend,javascript,remote,mid,Warszawa,b2b,,,
67,cpl-jobs-front-end-react-developer,Frontend,javascript,remote,mid,Poznań,b2b,14000.0,19000.0,pln
68,cpl-jobs-front-end-react-developer,Frontend,javascript,remote,mid,Poznań,permanent,12000.0,16000.0,pln
69,stonly-front-end-developer-ka,Frontend,javascript,remote,mid,Kraków,b2b,9000.0,15000.0,pln
70,temida-front-end-developer,Frontend,ux,partly_remote,mid,Wrocław,b2b,12000.0,15000.0,pln
71,sandstream-development-front-end-developer-with-react-814238ce-eab9-4209-8200-2992cf90a5a9,Frontend,javascript,remote,mid,Wrocław,b2b,8000.0,12000.0,pln
72,tietoevry-sp-z-o-o-frontend-developer-mobile-banking,Frontend,javascript,remote,senior,Wrocław,b2b,,,
73,matrix-it-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,4000.0,6000.0,eur
74,mudita-front-end-technical-team-leader,Frontend,javascript,remote,senior,Warszawa,b2b,20000.0,25000.0,pln
75,mudita-front-end-technical-team-leader,Frontend,javascript,remote,senior,Warszawa,permanent,17000.0,21000.0,pln
76,remedy-product-frontend-engineer-react,Frontend,javascript,remote,mid,Warszawa,b2b,10000.0,17000.0,pln
77,andersen-front-end-developer-react-0dd82cd9-2ad0-4a5f-a964-d7a450292dc9,Frontend,javascript,remote,mid,Kraków,b2b,18000.0,26000.0,pln
78,andersen-front-end-developer-react-0dd82cd9-2ad0-4a5f-a964-d7a450292dc9,Frontend,javascript,remote,mid,Kraków,permanent,17000.0,23000.0,pln
79,andersen-front-end-developer-angular-125e8939-8ebe-4fc8-978e-444eecebe50a,Frontend,javascript,remote,mid,Kraków,b2b,20000.0,27000.0,pln
80,andersen-front-end-developer-angular-125e8939-8ebe-4fc8-978e-444eecebe50a,Frontend,javascript,remote,mid,Kraków,permanent,18000.0,24000.0,pln
81,cloud-services-sp-z-o-o-front-end-developer,Frontend,javascript,remote,mid,Sopot,b2b,11000.0,15000.0,pln
82,code-poets-frontend-vue-js-developer,Frontend,javascript,remote,senior,Wrocław,b2b,14000.0,20000.0,pln
83,fujitsu-technology-solutions-sp-z-o-o-frontend-developer,Frontend,javascript,remote,mid,Łódź,permanent,7300.0,14500.0,pln
84,quantum-frontend-developer-react,Frontend,javascript,remote,mid,Gdańsk,permanent,10000.0,20000.0,pln
85,quantum-frontend-developer-react,Frontend,javascript,remote,mid,Gdańsk,b2b,8000.0,16000.0,pln
86,sideways-6-front-end-developer-reactjs-london,Frontend,javascript,remote,senior,London,b2b,3200.0,4000.0,gbp
87,syndigo-front-end-software-developer,Frontend,javascript,remote,mid,Warszawa,b2b,20000.0,25000.0,pln
88,symphony-solutions-senior-java-developer,Frontend,javascript,remote,senior,Kraków,b2b,4000.0,5100.0,eur
89,dcg-frontend-tech-lead,Frontend,javascript,remote,senior,Warszawa,permanent,28000.0,30000.0,pln
90,tech-sterowniki-front-end-engineer,Frontend,javascript,remote,mid,Kraków,b2b,,,
91,kitopi-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,b2b,13500.0,20000.0,pln
92,kitopi-frontend-developer-krakow,Frontend,javascript,remote,mid,Kraków,permanent,11200.0,16600.0,pln
93,altkom-software-consulting-frontend-developer-vue,Frontend,javascript,remote,mid,Warszawa,b2b,,,
94,applover-javascript-developer,Frontend,javascript,remote,mid,Wrocław,b2b,9000.0,15000.0,pln
95,applover-javascript-developer,Frontend,javascript,remote,mid,Wrocław,permanent,7430.0,12500.0,pln
96,xtb-frontend-developer-angular-warszawa,Frontend,javascript,remote,senior,Warszawa,b2b,10000.0,20000.0,pln
97,xtb-frontend-developer-angular-warszawa,Frontend,javascript,remote,senior,Warszawa,permanent,10000.0,20000.0,pln
98,lamia-frontend-developer-vue,Frontend,javascript,remote,mid,Kraków,permanent,12500.0,17000.0,pln
99,gazelle-global-front-end-developer,Frontend,javascript,remote,mid,Warszawa,b2b,14000.0,20000.0,pln
100,codibly-frontend-developer-react-poznan,Frontend,javascript,remote,mid,Kraków,b2b,11088.0,17640.0,pln
101,dxc-technology-front-end-developer,Frontend,javascript,remote,mid,Warszawa,permanent,,,
102,surveily-sp-z-o-o-frontend-developer-react-junior-mid-50323ed5-de6f-4808-b5d6-ca9db59e3278,Frontend,javascript,partly_remote,mid,Wrocław,b2b,7000.0,14000.0,pln
103,komputronik-biznes-sp-z-o-o-frontend-developer,Frontend,javascript,remote,mid,Poznań,b2b,8000.0,15000.0,pln
104,codema-frontend-developer-lublin,Frontend,javascript,remote,mid,Lublin,b2b,10000.0,16000.0,pln
105,tivix-europe-sp-z-o-o-frontend-developer-react-javascript,Frontend,javascript,remote,mid,Wrocław,b2b,12000.0,18000.0,pln
106,jooble-front-end-react-js-developer,Frontend,javascript,remote,mid,Warszawa,b2b,3000.0,3500.0,eur
107,creativestyle-front-end-developer-vue-js-rybnik,Frontend,javascript,remote,mid,Rybnik,b2b,11000.0,18300.0,pln
108,creativestyle-front-end-developer-vue-js-rybnik,Frontend,javascript,remote,mid,Rybnik,permanent,8500.0,14200.0,pln
109,tribal-io-front-end-developer-43c528d6-c80d-48c7-a104-b5c23842c701,Frontend,javascript,remote,mid,Kraków,b2b,11000.0,15000.0,pln
110,creativestyle-front-end-developer-vue-js,Frontend,javascript,remote,mid,Kraków,b2b,11000.0,18000.0,pln
111,creativestyle-front-end-developer-vue-js,Frontend,javascript,remote,mid,Kraków,permanent,8500.0,14200.0,pln
112,sagiton-sp-z-o-o-front-end-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,14000.0,25000.0,pln
113,wyzsza-szkola-ksztalcenia-zawodowego-frontend-developer-react,Frontend,javascript,remote,mid,Wrocław,b2b,14000.0,20000.0,pln
114,ledatel-sp-z-o-o-i-wspolnicy-sp-k-frontend-developer,Frontend,javascript,partly_remote,mid,Nowy Konik,permanent,14000.0,24000.0,pln
115,fortum-front-end-developer,Frontend,javascript,remote,senior,Gdańsk,permanent,,,
116,capco-poland-frontend-developer-angular,Frontend,javascript,remote,mid,Warszawa,b2b,23000.0,27000.0,pln
117,vizlib-poland-sp-z-o-o-front-end-developer,Frontend,ux,partly_remote,mid,Poznań,permanent,14900.0,17100.0,pln
118,banqsoft-front-end-developer,Frontend,net,partly_remote,mid,Gdańsk,permanent,,,
119,softserve-front-end-developer-angular,Frontend,testing,remote,senior,Wrocław,b2b,12000.0,18000.0,pln
120,softserve-front-end-developer-angular,Frontend,testing,remote,senior,Wrocław,permanent,10500.0,17000.0,pln
121,kmd-poland-frontend-developer-charlie-tango,Frontend,javascript,remote,mid,Warszawa,b2b,,,
122,esticrm-frontend-developer-mid-lub-senior,Frontend,html,partly_remote,mid,Gdynia,b2b,6000.0,10000.0,pln
123,iceo-venture-builder-frontend-developer,Frontend,javascript,remote,mid,Poznań,b2b,10000.0,18000.0,pln
124,itsg-frontend-developer-vue,Frontend,javascript,remote,mid,Warszawa,b2b,16800.0,23500.0,pln
125,sts-front-end-developer-angular-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,10000.0,14000.0,pln
126,esky-pl-front-end-developer-angular,Frontend,javascript,remote,mid,Katowice,b2b,18000.0,25000.0,pln
127,viacomcbs-frontend-engineer,Frontend,javascript,partly_remote,mid,Warszawa,permanent,,,
128,connectpoint-front-end-developer,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,19000.0,pln
129,connectpoint-front-end-developer,Frontend,javascript,remote,mid,Warszawa,permanent,9500.0,16000.0,pln
130,intent-frontend-team-lead,Frontend,javascript,remote,senior,Warszawa,b2b,23000.0,30000.0,pln
131,intent-frontend-team-lead,Frontend,javascript,remote,senior,Warszawa,permanent,19000.0,25000.0,pln
132,showpad-senior-frontend-engineer-90da9605-8f36-428b-8ae0-96671928fa9c,Frontend,javascript,remote,mid,Wrocław,b2b,14000.0,24000.0,pln
133,branchspace-sp-z-o-o-junior-react-developer,Frontend,javascript,remote,mid,Kraków,b2b,19000.0,26000.0,pln
134,egnyte-poland-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,17000.0,pln
135,ngroup-system-ic-project-front-end-developer,Frontend,javascript,partly_remote,mid,Kielce,permanent,,,
136,asseco-data-systems-front-end-developer,Frontend,javascript,remote,mid,Gdańsk,permanent,,,
137,asseco-data-systems-front-end-developer,Frontend,javascript,remote,mid,Gdańsk,b2b,,,
138,bravado-frontend-engineer-europe-remote,Frontend,javascript,remote,senior,San Francisco,permanent,4000.0,6000.0,usd
139,randstad-polska-sp-z-o-o-angular-developer,Frontend,html,remote,junior,Warszawa,permanent,12000.0,24000.0,pln
140,yoho-front-end-developer,Frontend,html,office,mid,Kraków,permanent,,,
141,codeweaver-frontend-remote-developer,Frontend,javascript,remote,mid,Warszawa,b2b,14000.0,22000.0,pln
142,amelco-uk-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,18000.0,26000.0,pln
143,fitech-front-end-developer,Frontend,javascript,remote,mid,Kraków,b2b,,,
144,fitech-front-end-developer,Frontend,javascript,remote,mid,Kraków,permanent,,,
145,guestline-senior-front-end-developer,Frontend,javascript,remote,senior,Poznań,b2b,5000.0,6500.0,eur
146,clearcode-frontend-developer-298b48ea-fc02-4cb1-8a08-43f57c28b2a2,Frontend,javascript,remote,mid,Wrocław,b2b,10000.0,16000.0,pln
147,opsenio-vue-js-developer,Frontend,javascript,partly_remote,mid,Kraków,b2b,13000.0,18000.0,pln
148,oakfusion-front-end-developer,Frontend,javascript,remote,mid,Wrocław,b2b,14000.0,20000.0,pln
149,oakfusion-front-end-developer,Frontend,javascript,remote,mid,Wrocław,permanent,10000.0,15000.0,pln
150,stepstone-services-full-stack-developer,Frontend,javascript,partly_remote,mid,Warszawa,b2b,13000.0,19500.0,pln
151,stepstone-services-full-stack-developer,Frontend,javascript,partly_remote,mid,Warszawa,permanent,10000.0,15000.0,pln
152,asco-systemy-informatyczne-front-end-developer-b168f6c2-7c5f-43ba-9a1c-879a41edac59,Frontend,html,office,mid,Kraków,permanent,5500.0,11000.0,pln
153,grafton-recruitment-front-end-developer,Frontend,javascript,partly_remote,junior,Łódź,b2b,11000.0,13000.0,pln
154,grafton-recruitment-front-end-developer,Frontend,javascript,partly_remote,junior,Łódź,permanent,9000.0,11000.0,pln
155,raiffeisen-bank-international-ag-oddzial-front-end-developer,Frontend,java,remote,mid,Warszawa,permanent,14000.0,20000.0,pln
156,softserve-frontend-softwarer-engineer-react-js,Frontend,java,remote,mid,Wrocław,b2b,12000.0,24000.0,pln
157,axabee-front-end-developer-react,Frontend,javascript,remote,mid,Wrocław,b2b,9700.0,19200.0,pln
158,ostendi-global-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,17000.0,pln
159,itlt-frontend-developer-angular-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,20160.0,23520.0,pln
160,astek-polska-frontend-developer-with-bi-skills,Frontend,javascript,remote,senior,Warszawa,b2b,21000.0,23100.0,pln
161,the-jm-longbridge-group-frontend-developer-angular,Frontend,java,partly_remote,mid,Kraków,b2b,22000.0,33500.0,pln
162,the-jm-longbridge-group-frontend-developer-angular,Frontend,java,partly_remote,mid,Kraków,permanent,17000.0,25000.0,pln
163,bluerank-front-end-developer,Frontend,html,partly_remote,mid,Łódź,b2b,8500.0,12000.0,pln
164,bluerank-front-end-developer,Frontend,html,partly_remote,mid,Łódź,permanent,7000.0,9500.0,pln
165,touk-frontend-developer,Frontend,javascript,partly_remote,mid,Warszawa,b2b,8400.0,12936.0,pln
166,touk-frontend-developer,Frontend,javascript,partly_remote,mid,Warszawa,permanent,6964.0,10725.0,pln
167,tpay-frontend-developer-poznan,Frontend,javascript,remote,mid,Poznań,b2b,,,
168,viessmann-r-d-center-frontend-developer-customer-apps,Frontend,javascript,remote,mid,Wrocław,permanent,,,
169,viessmann-r-d-center-frontend-developer-customer-apps,Frontend,javascript,remote,mid,Wrocław,b2b,,,
170,centra-frontend-engineering-manager,Frontend,javascript,partly_remote,senior,Wrocław,b2b,20000.0,30000.0,pln
171,centra-frontend-engineering-manager,Frontend,javascript,partly_remote,senior,Wrocław,permanent,18000.0,25000.0,pln
172,sienn-front-end-angular-developer-f6f7efa6-3194-4706-b8b0-9ca262996786,Frontend,javascript,remote,senior,Wrocław,b2b,14000.0,23500.0,pln
173,sienn-front-end-angular-developer-f6f7efa6-3194-4706-b8b0-9ca262996786,Frontend,javascript,remote,senior,Wrocław,permanent,11600.0,19500.0,pln
174,ulam-labs-frontend-developer,Frontend,javascript,remote,mid,Wrocław,b2b,12000.0,17000.0,pln
175,productive-edge-front-end-developer,Frontend,javascript,remote,mid,Lublin,permanent,18000.0,27000.0,pln
176,macopedia-frontend-developer-vue-js-headless-pwa-poznan,Frontend,html,remote,mid,Poznań,b2b,9000.0,16000.0,pln
177,7n-frontend-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,15000.0,23500.0,pln
178,trans-eu-group-sa-front-end-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,15000.0,20000.0,pln
179,miquido-front-end-developer-332a7c84-63d1-4396-8689-a95844e8c2d6,Frontend,javascript,remote,mid,Kraków,b2b,11000.0,14800.0,pln
180,miquido-front-end-developer-332a7c84-63d1-4396-8689-a95844e8c2d6,Frontend,javascript,remote,mid,Kraków,permanent,9100.0,12400.0,pln
181,benefit-systems-senior-fronted-developer,Frontend,javascript,remote,senior,Wrocław,b2b,15000.0,18000.0,pln
182,benefit-systems-senior-fronted-developer,Frontend,javascript,remote,senior,Wrocław,permanent,13000.0,16000.0,pln
183,infinity-group-sp-z-o-o-front-end-developer,Frontend,javascript,remote,mid,Białystok,b2b,10000.0,17000.0,pln
184,infinity-group-sp-z-o-o-front-end-developer,Frontend,javascript,remote,mid,Białystok,permanent,8400.0,14200.0,pln
185,fabrity-sp-z-o-o-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,9000.0,14000.0,pln
186,fabrity-sp-z-o-o-frontend-developer,Frontend,javascript,remote,mid,Warszawa,permanent,9000.0,12000.0,pln
187,egnyte-poland-front-end-softwareengineer,Frontend,javascript,remote,mid,Poznań,b2b,12000.0,17000.0,pln
188,trineo-front-end-javascript-engineer,Frontend,javascript,remote,mid,Gdynia,b2b,,,
189,onwelo-s-a-front-end-developer-fintech,Frontend,javascript,remote,mid,Warszawa,b2b,12000.0,21500.0,pln
190,spyrosoft-frontend-developer-angular-or-react-warszawa,Frontend,javascript,remote,senior,Warszawa,b2b,18500.0,25200.0,pln
191,spyrosoft-frontend-developer-angular-or-react-warszawa,Frontend,javascript,remote,senior,Warszawa,permanent,13550.0,18500.0,pln
192,wyzsza-szkola-ksztalcenia-zawodowego-front-end-dev-mid-senior-techlead,Frontend,javascript,remote,senior,Wrocław,b2b,19000.0,28000.0,pln
193,netflix-front-end-engineer-content-finance,Frontend,javascript,remote,senior,Amsterdam,permanent,,,
194,naturaily-frontend-developer-with-react-jamstack,Frontend,javascript,remote,mid,Wrocław,b2b,9000.0,17000.0,pln
195,grupa-interia-pl-frontend-developer-krakow,Frontend,javascript,partly_remote,mid,Kraków,b2b,9000.0,14000.0,pln
196,grupa-interia-pl-frontend-developer-krakow,Frontend,javascript,partly_remote,mid,Kraków,permanent,8000.0,12000.0,pln
197,acoustic-frontend-developer-js-react,Frontend,javascript,remote,mid,Gdańsk,permanent,,,
198,termnet-frontend-game-developer,Frontend,javascript,remote,mid,Leszno,b2b,11000.0,18000.0,pln
199,ccc-s-a-frontend-developer-warszawa,Frontend,javascript,partly_remote,mid,Warszawa,b2b,,,
200,ccc-s-a-frontend-developer-warszawa,Frontend,javascript,partly_remote,mid,Warszawa,permanent,,,
201,tribal-io-front-end-mobile-developer,Frontend,mobile,remote,mid,Kraków,b2b,15000.0,23000.0,pln
202,azurro-frontend-javascript-web-developer,Frontend,javascript,remote,mid,Warszawa,b2b,8000.0,16000.0,pln
203,grupa-blix-frontend-developer-poznan,Frontend,javascript,remote,mid,Poznań,b2b,9000.0,14000.0,pln
204,itcraft-frontend-developer-vue-js,Frontend,javascript,remote,mid,Gdańsk,b2b,10500.0,16500.0,pln
205,itcraft-frontend-developer-vue-js,Frontend,javascript,remote,mid,Gdańsk,permanent,7800.0,12200.0,pln
206,execon-frontend-developer-angular,Frontend,javascript,remote,mid,Warszawa,b2b,9000.0,14000.0,pln
207,execon-frontend-developer-angular,Frontend,javascript,remote,mid,Warszawa,permanent,9000.0,14000.0,pln
208,ikol-system-frontend-developer,Frontend,javascript,remote,mid,Warszawa,b2b,5000.0,10000.0,pln
209,7n-frontend-lead,Frontend,javascript,remote,senior,Warszawa,b2b,25200.0,27720.0,pln
210,syzygy-frontend-developer-i-cos-wiecej,Frontend,html,partly_remote,mid,Warszawa,b2b,10000.0,16000.0,pln
211,syzygy-frontend-developer-i-cos-wiecej,Frontend,html,partly_remote,mid,Warszawa,permanent,8500.0,13000.0,pln
212,the-software-house-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,9500.0,16000.0,pln
213,nationale-nederlanden-front-end-developer-angular,Frontend,html,partly_remote,senior,Warszawa,permanent,,,
214,nationale-nederlanden-front-end-developer-angular,Frontend,html,partly_remote,senior,Warszawa,b2b,,,
215,on-air-entertainment-front-end-engineer,Frontend,javascript,partly_remote,mid,Kraków,b2b,25000.0,37000.0,pln
216,on-air-entertainment-front-end-engineer,Frontend,javascript,partly_remote,mid,Kraków,permanent,18000.0,35000.0,pln
217,asseco-business-solutions-frontend-developer-d8eda7c9-0515-4c1c-b10c-f17503d17dcf,Frontend,javascript,remote,mid,Warszawa,permanent,,,
218,pgs-software-s-a-frontend-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,b2b,11000.0,21600.0,pln
219,pgs-software-s-a-frontend-developer-gdansk,Frontend,javascript,remote,mid,Gdańsk,permanent,8300.0,16500.0,pln
220,crealogix-frontend-angular-developer,Frontend,javascript,remote,mid,Warszawa,b2b,16000.0,23000.0,pln
221,reef-factory-frontend-developer,Frontend,javascript,partly_remote,mid,Niemcz,permanent,7000.0,12000.0,pln
222,sigma-it-poland-frontend-react-engineer-biotech,Frontend,javascript,remote,mid,Wrocław,b2b,21850.0,26050.0,pln
223,sigma-it-poland-frontend-react-engineer-biotech,Frontend,javascript,remote,mid,Wrocław,permanent,18500.0,21700.0,pln
224,growbots-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,13000.0,21000.0,pln
225,growbots-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,permanent,10800.0,17500.0,pln
226,amsterdam-standard-sp-z-o-o-front-end-developer-vue-js-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,11000.0,18000.0,pln
227,bny-mellon-poland-sp-z-o-o-front-end-developer-angular-2,Frontend,javascript,partly_remote,mid,Wrocław,permanent,10000.0,18000.0,pln
228,rst-sp-z-o-o-sp-k-front-end-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,b2b,9000.0,18000.0,pln
229,rst-sp-z-o-o-sp-k-front-end-developer-wroclaw,Frontend,javascript,remote,mid,Wrocław,permanent,7500.0,15000.0,pln
230,virtuslab-frontend-engineer-3c9b786d-d2b4-4225-9e44-61155fb412ce,Frontend,javascript,remote,mid,Kraków,b2b,15000.0,22000.0,pln
231,virtuslab-frontend-engineer-3c9b786d-d2b4-4225-9e44-61155fb412ce,Frontend,javascript,remote,mid,Kraków,permanent,11000.0,16500.0,pln
232,omega-frontend-developer-gdansk,Frontend,javascript,remote,junior,Gdańsk,permanent,7000.0,12000.0,pln
233,lodgify-frontend-developer-react,Frontend,javascript,partly_remote,senior,Barcelona,permanent,,,
234,4soft-front-end-developer,Frontend,javascript,remote,senior,Wrocław,b2b,16000.0,21000.0,pln
235,rsa-devs-frontend-developer-warszawa,Frontend,javascript,remote,mid,Warszawa,b2b,18000.0,24000.0,pln
